scenario,latency_us
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.875
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.959
aggressive limit,0.666
aggressive limit,0.959
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.875
aggressive limit,0.916
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.958
aggressive limit,0.791
aggressive limit,0.916
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.791
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.959
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,1.041
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.833
aggressive limit,0.958
aggressive limit,0.75
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.959
aggressive limit,0.916
aggressive limit,0.917
aggressive limit,1.458
aggressive limit,1.458
aggressive limit,1.333
aggressive limit,0.708
aggressive limit,1
aggressive limit,1.5
aggressive limit,1.375
aggressive limit,0.666
aggressive limit,0.959
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.875
aggressive limit,1.083
aggressive limit,1.5
aggressive limit,1.459
aggressive limit,0.833
aggressive limit,1.125
aggressive limit,0.667
aggressive limit,1
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.708
aggressive limit,0.916
aggressive limit,0.833
aggressive limit,0.917
aggressive limit,0.709
aggressive limit,0.958
aggressive limit,1.542
aggressive limit,1.417
aggressive limit,1.375
aggressive limit,1.458
aggressive limit,1.375
aggressive limit,1.458
aggressive limit,1.416
aggressive limit,1.417
aggressive limit,1.375
aggressive limit,1.416
aggressive limit,1.416
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.959
aggressive limit,0.75
aggressive limit,0.958
aggressive limit,0.708
aggressive limit,0.959
aggressive limit,0.709
aggressive limit,0.875
aggressive limit,0.833
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.875
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.959
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.709
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.583
aggressive limit,0.917
aggressive limit,0.709
aggressive limit,0.875
aggressive limit,0.708
aggressive limit,0.916
aggressive limit,0.708
aggressive limit,0.959
aggressive limit,0.917
aggressive limit,0.917
aggressive limit,1.625
aggressive limit,1.417
aggressive limit,1.458
aggressive limit,1.458
aggressive limit,1.375
aggressive limit,1.417
aggressive limit,1.416
aggressive limit,1.375
aggressive limit,1.375
aggressive limit,0.666
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.959
aggressive limit,1
aggressive limit,1.125
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,1.5
aggressive limit,1.416
aggressive limit,0.625
aggressive limit,0.959
aggressive limit,1.5
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.833
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.917
aggressive limit,0.875
aggressive limit,0.875
aggressive limit,1.083
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.708
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.709
aggressive limit,0.875
aggressive limit,0.666
aggressive limit,0.875
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.791
aggressive limit,0.916
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.791
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.708
aggressive limit,1.084
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.916
aggressive limit,0.709
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.708
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.792
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.875
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.708
aggressive limit,0.916
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.708
aggressive limit,0.875
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.833
aggressive limit,0.875
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.959
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.792
aggressive limit,0.917
aggressive limit,0.709
aggressive limit,0.916
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.792
aggressive limit,0.916
aggressive limit,0.708
aggressive limit,0.875
aggressive limit,0.708
aggressive limit,0.959
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.666
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.916
aggressive limit,0.875
aggressive limit,0.875
aggressive limit,0.709
aggressive limit,0.958
aggressive limit,0.666
aggressive limit,0.875
aggressive limit,0.666
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.666
aggressive limit,0.916
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.708
aggressive limit,0.875
aggressive limit,0.833
aggressive limit,0.875
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.916
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.666
aggressive limit,0.958
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.916
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.791
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.666
aggressive limit,0.916
aggressive limit,0.75
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.875
aggressive limit,0.709
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.709
aggressive limit,0.916
aggressive limit,0.75
aggressive limit,0.959
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.584
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.875
aggressive limit,0.709
aggressive limit,0.875
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.709
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.708
aggressive limit,0.916
aggressive limit,0.708
aggressive limit,0.959
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.791
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.875
aggressive limit,0.875
aggressive limit,0.792
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.791
aggressive limit,0.916
aggressive limit,0.792
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.917
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.833
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.958
aggressive limit,0.959
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.791
aggressive limit,0.958
aggressive limit,0.583
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.791
aggressive limit,0.958
aggressive limit,0.792
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.833
aggressive limit,0.709
aggressive limit,0.875
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.709
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.792
aggressive limit,0.875
aggressive limit,0.792
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.75
aggressive limit,0.834
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.666
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.875
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.708
aggressive limit,0.875
aggressive limit,0.834
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.833
aggressive limit,0.75
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,1.041
aggressive limit,0.792
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.916
aggressive limit,0.791
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.584
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.583
aggressive limit,0.875
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.583
aggressive limit,0.958
aggressive limit,0.75
aggressive limit,0.959
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.75
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.709
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.958
aggressive limit,0.583
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.541
aggressive limit,0.917
aggressive limit,0.875
aggressive limit,0.917
aggressive limit,0.584
aggressive limit,0.916
aggressive limit,0.666
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.917
aggressive limit,0.917
aggressive limit,0.709
aggressive limit,0.875
aggressive limit,0.584
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.959
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.666
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.666
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.583
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.875
aggressive limit,0.792
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.583
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.792
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.583
aggressive limit,0.958
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.666
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.583
aggressive limit,0.875
aggressive limit,0.833
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.666
aggressive limit,0.959
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.875
aggressive limit,0.917
aggressive limit,0.583
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.959
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.958
aggressive limit,0.916
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.916
aggressive limit,0.791
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.75
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.709
aggressive limit,0.916
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.875
aggressive limit,0.916
aggressive limit,0.709
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.709
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.792
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.959
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.709
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.75
aggressive limit,0.958
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.791
aggressive limit,0.958
aggressive limit,1.042
aggressive limit,0.917
aggressive limit,0.583
aggressive limit,0.916
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.792
aggressive limit,0.875
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.583
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.958
aggressive limit,0.792
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.959
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.875
aggressive limit,0.958
aggressive limit,0.792
aggressive limit,0.958
aggressive limit,0.709
aggressive limit,0.916
aggressive limit,0.917
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.917
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,1
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.709
aggressive limit,0.958
aggressive limit,0.875
aggressive limit,0.958
aggressive limit,0.792
aggressive limit,0.916
aggressive limit,0.667
aggressive limit,0.959
aggressive limit,0.708
aggressive limit,0.959
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.792
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.666
aggressive limit,0.916
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.792
aggressive limit,0.916
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.791
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,23
aggressive limit,3.042
aggressive limit,1.583
aggressive limit,0.958
aggressive limit,1
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.709
aggressive limit,1.041
aggressive limit,0.834
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.75
aggressive limit,0.959
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.583
aggressive limit,0.958
aggressive limit,0.75
aggressive limit,0.959
aggressive limit,0.791
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.959
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.958
aggressive limit,0.834
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.959
aggressive limit,0.583
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.709
aggressive limit,0.959
aggressive limit,0.75
aggressive limit,0.958
aggressive limit,0.709
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,1
aggressive limit,0.667
aggressive limit,1
aggressive limit,0.666
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.834
aggressive limit,1.042
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.667
aggressive limit,1
aggressive limit,2.542
aggressive limit,1.083
aggressive limit,1.125
aggressive limit,0.75
aggressive limit,1
aggressive limit,0.625
aggressive limit,0.916
aggressive limit,0.792
aggressive limit,0.959
aggressive limit,1.75
aggressive limit,1.5
aggressive limit,1.5
aggressive limit,1.5
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,1.584
aggressive limit,1.416
aggressive limit,11.666
aggressive limit,1.541
aggressive limit,1.5
aggressive limit,1.375
aggressive limit,0.667
aggressive limit,0.959
aggressive limit,0.75
aggressive limit,0.959
aggressive limit,1.584
aggressive limit,1.416
aggressive limit,1.417
aggressive limit,0.792
aggressive limit,1.042
aggressive limit,1.375
aggressive limit,1.459
aggressive limit,1.375
aggressive limit,0.666
aggressive limit,1
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.709
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.791
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.916
aggressive limit,0.666
aggressive limit,0.916
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.916
aggressive limit,0.708
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.959
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.709
aggressive limit,0.916
aggressive limit,0.583
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.792
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.791
aggressive limit,1
aggressive limit,0.75
aggressive limit,0.959
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.708
aggressive limit,0.916
aggressive limit,0.666
aggressive limit,0.916
aggressive limit,0.792
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.583
aggressive limit,0.958
aggressive limit,0.833
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.959
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.875
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,1
aggressive limit,0.708
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.709
aggressive limit,0.958
aggressive limit,0.834
aggressive limit,0.958
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.792
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.791
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.875
aggressive limit,0.792
aggressive limit,0.958
aggressive limit,0.792
aggressive limit,0.958
aggressive limit,0.792
aggressive limit,0.916
aggressive limit,0.666
aggressive limit,0.916
aggressive limit,0.791
aggressive limit,0.875
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.833
aggressive limit,0.833
aggressive limit,0.959
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.916
aggressive limit,0.75
aggressive limit,0.959
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.959
aggressive limit,0.75
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.959
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,1
aggressive limit,0.833
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.958
aggressive limit,0.708
aggressive limit,0.959
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.666
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.959
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.875
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.917
aggressive limit,1.042
aggressive limit,0.75
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.959
aggressive limit,0.666
aggressive limit,0.916
aggressive limit,0.667
aggressive limit,0.916
aggressive limit,0.709
aggressive limit,1
aggressive limit,0.625
aggressive limit,1
aggressive limit,0.792
aggressive limit,1
aggressive limit,0.792
aggressive limit,0.916
aggressive limit,0.625
aggressive limit,0.959
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.708
aggressive limit,0.917
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.917
aggressive limit,0.709
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.917
aggressive limit,0.75
aggressive limit,0.917
aggressive limit,0.792
aggressive limit,0.958
aggressive limit,0.708
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.666
aggressive limit,0.959
aggressive limit,0.666
aggressive limit,0.959
aggressive limit,0.625
aggressive limit,0.959
aggressive limit,0.666
aggressive limit,0.958
aggressive limit,0.709
aggressive limit,0.959
aggressive limit,0.666
aggressive limit,0.958
aggressive limit,0.625
aggressive limit,0.958
aggressive limit,0.667
aggressive limit,0.959
aggressive limit,0.709
aggressive limit,1.084
aggressive limit,0.75
aggressive limit,0.958
aggressive limit,0.791
aggressive limit,0.958
